,member_id,attendance_date,facility,check_in_time
2743,M00315,2026-05-09,badminton,16:45
2744,M00106,2026-06-25,badminton,12:15
2745,M00332,2026-02-10,swimming pool,18:15
2746,M00162,2026-06-06,swimming pool,16:45
2747,M00427,2026-07-19,badminton,13:30
2748,M00484,2026-08-28,badminton,17:15
2749,M00314,2026-03-27,badminton,16:45
2750,M00316,2026-04-19,football,18:45
2751,M00006,2026-07-15,basketball,07:45
2752,M00363,2026-06-15,swimming pool,20:30
2753,M00020,2026-07-29,swimming pool,12:30
2754,M00302,2026-08-02,badminton,06:30
2755,M00438,2026-07-22,basketball,16:15
2756,M00221,2026-06-08,football,20:30
2757,M00110,2026-01-20,swimming pool,11:30
2758,M00492,2026-08-30,football,21:00
2759,M00400,2026-06-26,basketball,13:30
2760,M00385,2026-01-16,gym,07:30
2761,M00283,2026-05-18,badminton,20:30
2762,M00114,2026-05-01,swimming pool,08:30
2763,M00424,2026-07-31,swimming pool,10:30
2764,M00588,2026-02-21,football,08:45
2765,M00252,2026-03-25,football,14:30
2766,M00023,2026-02-05,gym,16:30
2767,M00457,2026-07-11,swimming pool,11:30
2768,M00480,2026-02-28,basketball,17:30
2769,M00204,2026-06-23,badminton,14:00
2770,M00144,2026-01-31,basketball,19:45
2771,M00499,2026-07-24,gym,07:30
2772,M00017,2026-05-25,basketball,07:30
2773,M00552,2026-05-06,badminton,16:00
2774,M00078,2026-05-25,gym,09:15
2775,M00526,2026-08-05,gym,20:15
2776,M00075,2026-07-16,basketball,14:45
2777,M00463,2026-08-16,swimming pool,16:00
2778,M00187,2026-06-15,football,16:45
2779,M00541,2026-07-19,basketball,06:45
2780,M00589,2026-03-17,gym,18:00
2781,M00009,2026-02-27,badminton,19:15
2782,M00266,2026-08-08,swimming pool,16:45
2783,M00206,2026-07-17,football,17:15
2784,M00194,2026-07-17,swimming pool,12:30
2785,M00186,2026-01-26,gym,07:15
2786,M00554,2026-03-31,gym,16:30
2787,M00236,2026-06-18,swimming pool,12:30
2788,M00168,2026-04-19,badminton,13:15
2789,M00364,2026-01-07,swimming pool,20:00
2790,M00385,2026-01-07,basketball,12:45
2791,M00051,2026-04-25,basketball,18:15
2792,M00211,2026-07-17,basketball,09:00
2793,M00180,2026-05-10,football,09:15
2794,M00215,2026-01-31,basketball,17:30
2795,M00426,2026-02-18,swimming pool,08:30
2796,M00490,2026-03-07,football,09:45
2797,M00017,2026-01-02,basketball,19:45
2798,M00103,2026-04-01,badminton,15:00
2799,M00445,2026-08-31,badminton,13:00
2800,M00400,2026-08-13,basketball,06:30
2801,M00332,2026-01-12,swimming pool,13:15
2802,M00579,2026-01-03,swimming pool,10:15
2803,M00482,2026-07-15,gym,07:15
2804,M00301,2026-04-06,football,19:15
2805,M00430,2026-02-14,swimming pool,10:15
2806,M00374,2026-08-14,gym,11:00
2807,M00510,2026-02-22,badminton,18:30
2808,M00272,2026-06-09,badminton,06:00
2809,M00340,2026-01-08,basketball,07:15
2810,M00418,2026-01-12,football,18:15
2811,M00162,2026-01-26,gym,17:15
2812,M00095,2026-04-18,gym,09:45
2813,M00476,2026-04-17,football,20:15
2814,M00001,2026-03-21,basketball,21:30
2815,M00132,2026-03-24,football,17:00
2816,M00490,2026-05-07,football,12:15
2817,M00225,2026-05-12,swimming pool,10:15
2818,M00085,2026-07-10,gym,18:30
2819,M00108,2026-03-05,swimming pool,14:15
2820,M00309,2026-03-26,basketball,14:15
2821,M00336,2026-04-19,badminton,10:00
2822,M00395,2026-06-11,gym,12:15
2823,M00015,2026-02-06,gym,13:15
2824,M00407,2026-03-24,gym,21:45
2825,M00353,2026-02-18,football,18:45
2826,M00220,2026-04-27,football,14:45
2827,M00121,2026-07-10,badminton,16:30
2828,M00191,2026-03-07,badminton,21:45
2829,M00099,2026-06-21,badminton,14:00
2830,M00375,2026-04-20,gym,10:00
2831,M00233,2026-04-28,gym,09:30
2832,M00130,2026-08-12,badminton,15:45
2833,M00447,2026-05-22,gym,11:45
2834,M00524,2026-02-19,swimming pool,13:00
2835,M00204,2026-07-07,badminton,10:00
2836,M00546,2026-04-03,football,13:15
2837,M00384,2026-02-10,gym,11:15
2838,M00156,2026-05-19,football,19:15
2839,M00286,2026-01-13,basketball,15:45
2840,M00535,2026-04-18,basketball,20:30
2841,M00140,2026-07-04,badminton,06:00
2842,M00258,2026-07-01,football,15:15
2843,M00069,2026-01-16,basketball,10:15
2844,M00493,2026-07-30,swimming pool,13:45
2845,M00164,2026-06-15,basketball,18:15
2846,M00255,2026-08-02,badminton,08:15
2847,M00283,2026-02-05,basketball,09:15
2848,M00211,2026-04-24,swimming pool,14:30
2849,M00012,2026-06-13,gym,15:00
2850,M00483,2026-03-01,basketball,15:00
2851,M00555,2026-07-10,football,20:15
2852,M00073,2026-08-14,badminton,14:00
2853,M00391,2026-08-03,badminton,09:45
2854,M00437,2026-05-30,swimming pool,21:30
2855,M00231,2026-05-14,gym,08:30
2856,M00248,2026-08-11,basketball,19:45
2857,M00059,2026-06-13,gym,14:30
2858,M00258,2026-06-13,football,16:45
2859,M00258,2026-04-02,gym,06:00
2860,M00498,2026-03-04,football,21:15
2861,M00445,2026-06-20,badminton,09:45
2862,M00575,2026-06-05,football,18:45
2863,M00044,2026-06-04,gym,09:00
2864,M00121,2026-07-15,swimming pool,17:45
2865,M00404,2026-07-03,gym,17:45
2866,M00472,2026-05-27,football,07:45
2867,M00443,2026-06-21,gym,12:15
2868,M00025,2026-06-11,badminton,09:30
2869,M00423,2026-07-25,gym,20:30
2870,M00368,2026-07-29,badminton,17:15
2871,M00284,2026-04-25,gym,16:45
2872,M00270,2026-07-16,swimming pool,12:30
2873,M00411,2026-07-12,badminton,11:45
2874,M00092,2026-03-27,badminton,13:30
2875,M00314,2026-01-26,gym,18:30
2876,M00510,2026-06-13,swimming pool,18:15
2877,M00272,2026-08-08,basketball,17:30
2878,M00449,2026-08-18,badminton,11:15
2879,M00331,2026-01-05,gym,12:30
2880,M00519,2026-06-29,football,15:15
2881,M00408,2026-06-08,gym,12:00
2882,M00093,2026-07-02,football,18:30
2883,M00150,2026-07-03,badminton,17:45
2884,M00137,2026-08-24,basketball,09:30
2885,M00584,2026-01-22,badminton,13:45
2886,M00042,2026-03-04,football,10:30
2887,M00027,2026-05-07,swimming pool,13:15
2888,M00232,2026-04-23,swimming pool,10:00
2889,M00304,2026-03-04,gym,21:45
2890,M00425,2026-05-23,football,12:45
2891,M00191,2026-08-06,football,18:45
2892,M00268,2026-06-30,badminton,14:45
2893,M00380,2026-04-04,swimming pool,16:30
2894,M00079,2026-06-27,swimming pool,16:15
2895,M00552,2026-05-29,swimming pool,09:45
2896,M00549,2026-03-22,gym,13:30
2897,M00568,2026-07-30,swimming pool,20:30
2898,M00589,2026-08-03,gym,20:45
2899,M00510,2026-06-01,basketball,08:15
2900,M00023,2026-05-24,basketball,07:30
2901,M00489,2026-08-11,swimming pool,08:30
2902,M00067,2026-07-04,badminton,14:00
2903,M00503,2026-04-21,swimming pool,18:15
2904,M00463,2026-03-21,football,15:30
2905,M00239,2026-05-26,football,19:15
2906,M00553,2026-06-24,football,16:00
2907,M00055,2026-07-02,badminton,09:00
2908,M00066,2026-05-16,basketball,11:15
2909,M00255,2026-06-03,swimming pool,11:00
2910,M00507,2026-07-06,gym,16:00
2911,M00097,2026-08-31,basketball,18:45
2912,M00391,2026-06-28,basketball,10:30
2913,M00188,2026-01-25,badminton,17:15
2914,M00441,2026-08-14,badminton,21:00
2915,M00189,2026-03-08,basketball,12:15
2916,M00360,2026-06-15,gym,16:45
2917,M00097,2026-05-15,badminton,06:00
2918,M00571,2026-01-16,badminton,09:15
2919,M00002,2026-05-16,gym,06:30
2920,M00394,2026-03-20,gym,17:00
2921,M00177,2026-02-18,football,21:15
2922,M00549,2026-02-25,badminton,09:15
2923,M00384,2026-05-27,swimming pool,20:15
2924,M00520,2026-02-08,basketball,06:00
2925,M00551,2026-08-16,gym,15:30
2926,M00111,2026-03-31,swimming pool,11:00
2927,M00510,2026-02-19,football,10:30
2928,M00466,2026-08-26,football,18:45
2929,M00120,2026-06-21,football,08:30
2930,M00253,2026-04-04,swimming pool,13:45
2931,M00193,2026-07-23,basketball,07:30
2932,M00061,2026-08-23,basketball,09:00
2933,M00329,2026-08-22,football,18:15
2934,M00290,2026-03-24,swimming pool,20:15
2935,M00300,2026-08-30,basketball,18:45
2936,M00387,2026-01-22,basketball,06:45
2937,M00107,2026-03-24,football,21:45
2938,M00314,2026-05-08,badminton,07:00
2939,M00193,2026-08-31,gym,15:15
2940,M00322,2026-07-09,gym,06:00
2941,M00311,2026-04-09,swimming pool,17:00
2942,M00445,2026-07-09,football,11:30
2943,M00046,2026-08-22,swimming pool,09:45
2944,M00191,2026-08-17,swimming pool,16:00
2945,M00209,2026-05-07,swimming pool,06:00
2946,M00391,2026-02-22,gym,15:00
2947,M00247,2026-06-18,badminton,11:45
2948,M00234,2026-04-06,basketball,07:15
2949,M00146,2026-06-03,swimming pool,14:45
2950,M00585,2026-07-01,badminton,12:30
2951,M00420,2026-06-26,gym,19:45
2952,M00387,2026-03-13,swimming pool,21:30
2953,M00011,2026-06-10,basketball,07:45
2954,M00132,2026-06-19,swimming pool,08:00
2955,M00119,2026-02-10,basketball,08:15
2956,M00550,2026-03-25,swimming pool,14:45
2957,M00292,2026-05-18,badminton,15:30
2958,M00112,2026-07-14,gym,18:15
2959,M00089,2026-05-23,basketball,12:15
2960,M00531,2026-01-10,basketball,21:00
2961,M00115,2026-02-28,gym,18:15
2962,M00086,2026-07-15,gym,13:45
2963,M00380,2026-04-23,swimming pool,20:00
2964,M00516,2026-07-16,swimming pool,12:30
2965,M00045,2026-05-26,gym,10:30
2966,M00257,2026-08-24,swimming pool,17:45
2967,M00206,2026-08-19,gym,18:45
2968,M00157,2026-08-31,badminton,08:15
2969,M00189,2026-06-10,swimming pool,16:45
2970,M00026,2026-08-12,basketball,08:15
2971,M00542,2026-03-15,football,11:15
2972,M00561,2026-03-23,gym,09:00
2973,M00420,2026-05-13,football,06:15
2974,M00330,2026-04-05,gym,10:00
2975,M00240,2026-01-02,basketball,06:00
2976,M00397,2026-07-16,football,09:15
2977,M00037,2026-05-25,football,08:00
2978,M00488,2026-08-28,football,18:30
2979,M00397,2026-04-26,swimming pool,21:30
2980,M00354,2026-06-12,basketball,21:15
2981,M00466,2026-05-18,badminton,13:15
2982,M00294,2026-06-13,swimming pool,18:30
2983,M00165,2026-04-05,gym,19:30
2984,M00148,2026-01-11,basketball,19:15
2985,M00412,2026-02-02,badminton,12:45
2986,M00432,2026-08-15,basketball,20:45
2987,M00455,2026-04-10,basketball,17:30
2988,M00334,2026-06-20,basketball,10:15
2989,M00252,2026-02-25,swimming pool,12:30
2990,M00475,2026-05-21,basketball,17:30
2991,M00219,2026-04-11,swimming pool,21:00
2992,M00556,2026-06-16,basketball,15:45
2993,M00053,2026-02-21,swimming pool,16:15
2994,M00394,2026-08-28,football,19:15
2995,M00454,2026-01-07,swimming pool,18:15
2996,M00280,2026-07-10,football,10:45
2997,M00589,2026-07-20,swimming pool,10:45
2998,M00325,2026-04-30,swimming pool,10:45
2999,M00324,2026-06-06,football,07:00
3000,M00067,2026-01-22,gym,06:00
3001,M00340,2026-08-07,gym,16:30
3002,M00208,2026-07-10,swimming pool,12:30
3003,M00068,2026-04-03,football,16:45
3004,M00487,2026-03-28,swimming pool,15:30
3005,M00104,2026-07-25,football,11:15
3006,M00168,2026-04-17,gym,19:15
3007,M00576,2026-05-22,basketball,14:15
3008,M00117,2026-06-19,swimming pool,20:00
3009,M00041,2026-02-04,basketball,21:45
3010,M00489,2026-02-13,gym,17:45
3011,M00599,2026-05-27,swimming pool,20:00
3012,M00504,2026-08-31,football,17:30
3013,M00088,2026-08-15,badminton,08:15
3014,M00139,2026-06-09,badminton,18:15
3015,M00114,2026-08-28,swimming pool,16:30
3016,M00086,2026-04-01,football,21:00
3017,M00428,2026-02-13,badminton,14:15
3018,M00526,2026-03-13,football,06:45
3019,M00327,2026-08-20,swimming pool,07:15
3020,M00314,2026-03-09,basketball,19:30
3021,M00042,2026-03-11,basketball,08:30
3022,M00565,2026-01-09,swimming pool,06:00
3023,M00310,2026-04-08,swimming pool,21:45
3024,M00398,2026-01-10,badminton,18:30
3025,M00376,2026-07-25,football,19:45
3026,M00351,2026-02-03,badminton,14:15
3027,M00501,2026-03-14,badminton,08:45
3028,M00087,2026-07-26,badminton,09:00
3029,M00132,2026-07-26,gym,13:00
3030,M00182,2026-04-06,gym,10:15
3031,M00090,2026-08-10,gym,06:00
3032,M00350,2026-08-11,football,08:15
3033,M00597,2026-06-10,basketball,16:00
3034,M00125,2026-01-15,swimming pool,12:00
3035,M00191,2026-01-24,gym,06:45
3036,M00239,2026-02-23,gym,08:45
3037,M00329,2026-06-10,football,12:45
3038,M00203,2026-07-01,basketball,11:45
3039,M00295,2026-07-07,football,07:45
3040,M00190,2026-05-10,gym,08:15
3041,M00203,2026-03-09,swimming pool,12:00
3042,M00078,2026-02-18,swimming pool,16:15
3043,M00167,2026-04-12,football,15:45
3044,M00519,2026-06-13,badminton,12:45
3045,M00257,2026-07-31,badminton,13:00
3046,M00258,2026-03-14,swimming pool,08:00
3047,M00065,2026-05-07,badminton,07:45
3048,M00082,2026-06-22,basketball,06:00
3049,M00327,2026-05-31,badminton,08:30
3050,M00327,2026-04-26,badminton,21:30
3051,M00512,2026-03-18,basketball,16:15
3052,M00234,2026-05-31,swimming pool,07:30
3053,M00420,2026-04-30,basketball,16:45
3054,M00475,2026-08-11,basketball,20:15
3055,M00146,2026-07-08,basketball,19:00
3056,M00143,2026-07-21,badminton,18:15
3057,M00410,2026-04-04,gym,19:15
3058,M00155,2026-06-01,swimming pool,12:00
3059,M00017,2026-04-11,basketball,10:30
3060,M00346,2026-02-20,gym,21:45
3061,M00163,2026-03-19,football,14:15
3062,M00195,2026-05-05,football,21:45
3063,M00446,2026-08-31,swimming pool,21:00
3064,M00362,2026-01-28,gym,16:45
3065,M00297,2026-02-06,swimming pool,21:15
3066,M00427,2026-05-06,gym,15:15
3067,M00347,2026-06-11,badminton,19:00
3068,M00133,2026-05-16,badminton,16:30
3069,M00132,2026-04-05,football,21:00
3070,M00019,2026-04-25,badminton,19:15
3071,M00215,2026-08-30,badminton,13:30
3072,M00488,2026-07-21,badminton,16:30
3073,M00200,2026-08-19,swimming pool,16:15
3074,M00243,2026-07-28,swimming pool,21:45
3075,M00020,2026-03-22,football,09:45
3076,M00152,2026-06-09,badminton,08:45
3077,M00474,2026-06-04,badminton,08:45
3078,M00399,2026-07-19,swimming pool,14:15
3079,M00373,2026-08-06,gym,21:15
3080,M00229,2026-06-12,gym,16:30
3081,M00495,2026-05-24,swimming pool,14:30
3082,M00497,2026-03-22,football,12:15
3083,M00124,2026-03-17,gym,12:30
3084,M00255,2026-07-22,basketball,19:00
3085,M00306,2026-03-08,swimming pool,10:30
3086,M00026,2026-01-08,basketball,08:30
3087,M00477,2026-07-18,swimming pool,20:45
3088,M00569,2026-02-10,football,20:30
3089,M00111,2026-08-28,badminton,20:30
3090,M00203,2026-06-30,football,20:30
3091,M00167,2026-05-31,swimming pool,16:00
3092,M00127,2026-01-14,badminton,21:30
3093,M00146,2026-03-22,basketball,06:45
3094,M00332,2026-04-12,swimming pool,16:00
3095,M00290,2026-03-24,football,07:00
3096,M00136,2026-05-08,gym,08:15
3097,M00156,2026-01-27,football,11:15
3098,M00095,2026-07-13,badminton,17:30
3099,M00084,2026-04-16,badminton,08:45
3100,M00411,2026-05-20,gym,19:45
3101,M00159,2026-05-21,gym,12:45
3102,M00163,2026-01-30,badminton,13:15
3103,M00058,2026-06-15,football,06:00
3104,M00231,2026-05-03,gym,07:15
3105,M00239,2026-02-09,swimming pool,16:30
3106,M00397,2026-07-13,basketball,06:30
3107,M00505,2026-01-07,basketball,08:00
3108,M00205,2026-05-31,gym,12:15
3109,M00597,2026-05-06,gym,17:00
3110,M00596,2026-08-14,badminton,11:45
3111,M00218,2026-02-08,football,06:30
3112,M00273,2026-05-23,badminton,18:15
3113,M00207,2026-07-13,football,14:30
3114,M00201,2026-03-25,badminton,18:00
3115,M00293,2026-04-26,gym,20:45
3116,M00210,2026-02-17,gym,07:45
3117,M00110,2026-07-10,swimming pool,12:30
3118,M00220,2026-08-15,football,15:30
3119,M00475,2026-01-14,swimming pool,14:15
3120,M00524,2026-01-07,badminton,06:15
3121,M00186,2026-08-09,badminton,12:45
3122,M00398,2026-07-04,badminton,20:45
3123,M00170,2026-08-24,basketball,21:30
3124,M00255,2026-01-20,football,09:00
3125,M00032,2026-06-08,gym,06:30
3126,M00001,2026-03-19,basketball,18:15
3127,M00100,2026-01-14,badminton,12:15
3128,M00434,2026-07-09,badminton,08:30
3129,M00428,2026-06-17,gym,15:00
3130,M00123,2026-03-19,swimming pool,14:45
3131,M00210,2026-01-31,gym,21:15
3132,M00015,2026-01-29,gym,13:45
3133,M00594,2026-06-27,football,14:30
3134,M00024,2026-06-29,football,21:00
3135,M00157,2026-02-25,gym,18:45
3136,M00031,2026-01-10,basketball,19:45
3137,M00423,2026-02-14,gym,07:00
3138,M00288,2026-07-01,badminton,21:15
3139,M00274,2026-01-07,badminton,12:15
3140,M00459,2026-07-27,gym,07:45
3141,M00573,2026-06-29,basketball,13:00
3142,M00294,2026-04-04,gym,17:45
3143,M00484,2026-05-20,swimming pool,17:30
3144,M00565,2026-05-19,swimming pool,16:30
3145,M00417,2026-02-14,football,18:30
3146,M00479,2026-03-30,badminton,10:45
3147,M00556,2026-04-15,badminton,19:00
3148,M00260,2026-08-15,swimming pool,16:30
3149,M00478,2026-04-26,football,11:00
3150,M00352,2026-05-10,swimming pool,16:15
3151,M00588,2026-02-05,swimming pool,18:00
3152,M00430,2026-08-14,gym,07:00
3153,M00590,2026-01-02,badminton,11:15
3154,M00343,2026-05-06,gym,16:30
3155,M00562,2026-08-28,basketball,18:15
3156,M00591,2026-03-31,basketball,09:15
3157,M00465,2026-02-09,swimming pool,06:00
3158,M00508,2026-02-06,gym,15:15
3159,M00416,2026-03-19,swimming pool,09:15
3160,M00025,2026-01-05,gym,15:00
3161,M00213,2026-02-17,gym,08:30
3162,M00464,2026-01-31,basketball,17:45
3163,M00011,2026-06-28,football,15:30
3164,M00398,2026-04-06,swimming pool,15:45
3165,M00490,2026-06-12,football,07:45
3166,M00033,2026-05-08,badminton,17:00
3167,M00262,2026-06-29,basketball,18:00
3168,M00433,2026-06-26,football,17:45
3169,M00028,2026-04-08,gym,21:00
3170,M00487,2026-03-06,football,08:00
3171,M00252,2026-07-05,gym,20:45
3172,M00346,2026-03-03,football,21:00
3173,M00331,2026-03-21,football,20:15
3174,M00421,2026-01-25,gym,10:00
3175,M00519,2026-04-24,gym,11:45
3176,M00282,2026-06-28,football,18:00
3177,M00260,2026-05-30,gym,21:15
3178,M00463,2026-03-17,swimming pool,07:30
3179,M00340,2026-04-20,gym,10:00
3180,M00204,2026-05-04,basketball,13:00
3181,M00397,2026-07-18,swimming pool,18:00
3182,M00310,2026-02-16,swimming pool,16:45
3183,M00235,2026-07-02,basketball,09:00
3184,M00169,2026-02-05,swimming pool,06:45
3185,M00509,2026-04-04,basketball,06:30
3186,M00557,2026-01-28,basketball,21:00
3187,M00286,2026-04-22,football,19:00
3188,M00067,2026-01-23,badminton,17:45
3189,M00411,2026-05-10,swimming pool,10:00
3190,M00025,2026-02-11,gym,11:15
3191,M00457,2026-06-18,football,17:30
3192,M00490,2026-01-18,swimming pool,19:00
3193,M00574,2026-01-11,swimming pool,12:15
3194,M00308,2026-02-04,basketball,06:30
3195,M00062,2026-05-11,gym,09:30
3196,M00600,2026-05-16,gym,15:15
3197,M00328,2026-08-24,swimming pool,21:15
3198,M00194,2026-06-19,basketball,21:45
3199,M00220,2026-01-26,swimming pool,18:00
3200,M00150,2026-06-20,swimming pool,10:00
3201,M00490,2026-05-12,gym,11:15
3202,M00424,2026-08-03,badminton,13:30
3203,M00417,2026-01-16,basketball,07:30
3204,M00405,2026-01-08,swimming pool,17:45
3205,M00461,2026-06-05,swimming pool,10:45
3206,M00522,2026-08-16,basketball,11:15
3207,M00534,2026-03-15,basketball,08:45
3208,M00032,2026-04-17,gym,08:15
3209,M00041,2026-04-05,badminton,18:30
3210,M00476,2026-06-16,badminton,15:30
3211,M00316,2026-08-07,basketball,21:45
3212,M00574,2026-08-25,football,10:45
3213,M00346,2026-01-24,basketball,16:00
3214,M00258,2026-06-11,badminton,14:30
3215,M00526,2026-02-28,badminton,16:15
3216,M00580,2026-02-18,badminton,15:15
3217,M00344,2026-05-13,basketball,14:30
3218,M00435,2026-06-21,swimming pool,10:30
3219,M00195,2026-06-25,badminton,16:15
3220,M00474,2026-05-29,football,11:00
3221,M00299,2026-06-13,swimming pool,12:30
3222,M00188,2026-08-16,basketball,17:15
3223,M00402,2026-05-04,badminton,20:30
3224,M00150,2026-03-07,football,08:30
3225,M00128,2026-04-07,football,18:00
3226,M00069,2026-02-18,badminton,21:45
3227,M00564,2026-05-30,badminton,19:15
3228,M00273,2026-01-14,basketball,21:00
3229,M00488,2026-04-22,basketball,16:00
3230,M00144,2026-02-16,gym,17:00
3231,M00043,2026-08-05,gym,14:00
3232,M00562,2026-05-18,badminton,10:00
3233,M00434,2026-02-22,gym,07:00
3234,M00115,2026-03-28,football,14:30
3235,M00441,2026-03-03,swimming pool,13:30
3236,M00566,2026-04-01,swimming pool,10:00
3237,M00567,2026-05-30,badminton,13:15
3238,M00393,2026-02-22,football,06:15
3239,M00094,2026-05-27,football,14:45
3240,M00128,2026-01-25,swimming pool,19:15
3241,M00248,2026-04-28,football,11:15
3242,M00226,2026-03-13,gym,06:15
3243,M00316,2026-04-22,football,18:45
3244,M00219,2026-03-01,gym,08:45
3245,M00455,2026-04-24,swimming pool,18:45
3246,M00024,2026-05-19,badminton,12:45
3247,M00448,2026-07-22,football,16:30
3248,M00022,2026-05-08,football,18:45
3249,M00211,2026-04-06,swimming pool,08:45
3250,M00173,2026-07-21,basketball,12:15
3251,M00322,2026-04-01,basketball,14:15
3252,M00298,2026-08-19,swimming pool,18:45
3253,M00025,2026-06-25,football,13:00
3254,M00464,2026-07-02,gym,18:30
3255,M00369,2026-04-08,gym,21:45
3256,M00457,2026-08-21,basketball,08:45
3257,M00262,2026-03-31,swimming pool,14:30
3258,M00267,2026-05-03,swimming pool,11:15
3259,M00600,2026-06-15,football,12:00
3260,M00391,2026-04-04,gym,13:00
3261,M00163,2026-01-24,football,07:30
3262,M00082,2026-05-15,badminton,20:15
3263,M00301,2026-02-06,basketball,14:15
3264,M00235,2026-04-15,badminton,11:00
3265,M00238,2026-08-12,gym,07:15
3266,M00296,2026-05-21,basketball,19:15
3267,M00242,2026-01-05,swimming pool,08:00
