member_id,attendance_date,facility,check_in_time
M00506,2026-04-21,Badminton,17:45
M00250,2026-08-24,Football,20:00
M00079,2026-03-25,Badminton,07:15
M00104,2026-04-08,Football,08:30
M00310,2026-04-19,Basketball,06:15
M00264,2026-07-04,Gym,19:00
M00197,2026-05-27,Badminton,15:15
M00051,2026-04-06,Football,21:15
M00448,2026-03-12,Swimming Pool,14:00
M00409,2026-08-21,Swimming Pool,15:30
M00006,2026-04-15,Swimming Pool,06:45
M00133,2026-03-12,Badminton,20:30
M00100,2026-02-26,Swimming Pool,06:30
M00227,2026-01-17,Football,15:45
M00431,2026-06-12,Football,16:45
M00488,2026-08-27,Football,06:30
M00349,2026-03-23,Badminton,20:15
M00474,2026-08-07,Basketball,12:15
M00400,2026-03-07,Basketball,07:00
M00499,2026-05-24,Badminton,08:15
M00543,2026-04-05,Badminton,15:30
M00463,2026-06-22,Basketball,06:15
M00599,2026-02-12,Football,17:45
M00426,2026-07-15,Gym,15:45
M00241,2026-04-07,Football,10:45
M00127,2026-01-25,Basketball,12:15
M00114,2026-05-27,Badminton,11:15
M00411,2026-05-21,Basketball,17:15
M00429,2026-08-19,Football,14:30
M00372,2026-06-11,Gym,16:45
M00231,2026-08-08,Basketball,21:45
M00294,2026-07-31,Basketball,11:15
M00410,2026-03-15,Gym,16:45
M00177,2026-06-24,Gym,18:45
M00429,2026-04-16,Swimming Pool,06:15
M00142,2026-06-06,Football,08:45
M00024,2026-03-25,Football,13:15
M00583,2026-06-10,Basketball,08:30
M00024,2026-07-10,Football,18:15
M00166,2026-04-28,Badminton,13:15
M00484,2026-08-28,Swimming Pool,16:15
M00301,2026-01-17,Gym,12:45
M00471,2026-03-04,Football,20:15
M00182,2026-04-29,Football,09:30
M00164,2026-03-04,Basketball,08:00
M00034,2026-06-24,Basketball,21:45
M00073,2026-07-20,Basketball,14:00
M00547,2026-07-02,Gym,20:45
M00062,2026-03-16,Basketball,07:30
M00410,2026-07-03,Football,20:45
M00128,2026-01-27,Swimming Pool,14:00
M00174,2026-04-04,Basketball,16:15
M00249,2026-07-23,Basketball,12:30
M00100,2026-03-26,Gym,20:45
M00251,2026-07-13,Badminton,16:30
M00456,2026-03-26,Basketball,14:30
M00037,2026-07-14,Swimming Pool,10:30
M00027,2026-02-26,Badminton,17:30
M00315,2026-08-30,Swimming Pool,15:45
M00451,2026-06-22,Badminton,10:15
M00151,2026-06-05,Badminton,18:30
M00234,2026-01-08,Swimming Pool,15:15
M00599,2026-01-04,Badminton,17:45
M00489,2026-06-08,Swimming Pool,17:15
M00514,2026-03-22,Football,17:45
M00497,2026-06-15,Swimming Pool,21:15
M00496,2026-08-18,Basketball,06:00
M00351,2026-02-27,Badminton,12:15
M00154,2026-03-13,Football,09:15
M00366,2026-05-08,Basketball,06:15
M00208,2026-04-04,Gym,18:00
M00338,2026-05-10,Gym,14:00
M00058,2026-04-25,Football,13:15
M00263,2026-07-24,Swimming Pool,13:15
M00468,2026-02-15,Gym,14:30
M00094,2026-07-10,Swimming Pool,08:15
M00536,2026-03-19,Gym,12:15
M00250,2026-05-30,Football,21:45
M00101,2026-05-18,Gym,16:00
M00202,2026-05-03,Gym,20:00
M00488,2026-02-20,Gym,12:45
M00308,2026-05-26,Gym,19:00
M00454,2026-07-19,Swimming Pool,20:00
M00258,2026-07-13,Basketball,14:45
M00181,2026-03-26,Football,21:30
M00307,2026-03-09,Football,13:30
M00282,2026-06-23,Football,15:45
M00115,2026-07-13,Swimming Pool,21:00
M00327,2026-08-17,Football,21:45
M00168,2026-02-15,Gym,19:30
M00097,2026-08-25,Basketball,16:15
M00199,2026-07-19,Gym,13:15
M00315,2026-05-09,Badminton,16:45
M00106,2026-06-25,Badminton,12:15
M00332,2026-02-10,Swimming Pool,18:15
M00162,2026-06-06,Swimming Pool,16:45
M00427,2026-07-19,Badminton,13:30
M00484,2026-08-28,Badminton,17:15
M00314,2026-03-27,Badminton,16:45
M00316,2026-04-19,Football,18:45
M00006,2026-07-15,Basketball,07:45
M00363,2026-06-15,Swimming Pool,20:30
M00020,2026-07-29,Swimming Pool,12:30
M00302,2026-08-02,Badminton,06:30
M00438,2026-07-22,Basketball,16:15
M00221,2026-06-08,Football,20:30
M00110,2026-01-20,Swimming Pool,11:30
M00492,2026-08-30,Football,21:00
M00400,2026-06-26,Basketball,13:30
M00385,2026-01-16,Gym,07:30
M00283,2026-05-18,Badminton,20:30
M00114,2026-05-01,Swimming Pool,08:30
M00424,2026-07-31,Swimming Pool,10:30
M00588,2026-02-21,Football,08:45
M00252,2026-03-25,Football,14:30
M00023,2026-02-05,Gym,16:30
M00457,2026-07-11,Swimming Pool,11:30
M00480,2026-02-28,Basketball,17:30
M00204,2026-06-23,Badminton,14:00
M00144,2026-01-31,Basketball,19:45
M00499,2026-07-24,Gym,07:30
M00017,2026-05-25,Basketball,07:30
M00552,2026-05-06,Badminton,16:00
M00078,2026-05-25,Gym,09:15
M00526,2026-08-05,Gym,20:15
M00075,2026-07-16,Basketball,14:45
M00463,2026-08-16,Swimming Pool,16:00
M00187,2026-06-15,Football,16:45
M00541,2026-07-19,Basketball,06:45
M00589,2026-03-17,Gym,18:00
M00009,2026-02-27,Badminton,19:15
M00266,2026-08-08,Swimming Pool,16:45
M00206,2026-07-17,Football,17:15
M00194,2026-07-17,Swimming Pool,12:30
M00186,2026-01-26,Gym,07:15
M00554,2026-03-31,Gym,16:30
M00236,2026-06-18,Swimming Pool,12:30
M00168,2026-04-19,Badminton,13:15
M00364,2026-01-07,Swimming Pool,20:00
M00385,2026-01-07,Basketball,12:45
M00051,2026-04-25,Basketball,18:15
M00211,2026-07-17,Basketball,09:00
M00180,2026-05-10,Football,09:15
M00215,2026-01-31,Basketball,17:30
M00426,2026-02-18,Swimming Pool,08:30
M00490,2026-03-07,Football,09:45
M00017,2026-01-02,Basketball,19:45
M00103,2026-04-01,Badminton,15:00
M00445,2026-08-31,Badminton,13:00
M00400,2026-08-13,Basketball,06:30
M00332,2026-01-12,Swimming Pool,13:15
M00579,2026-01-03,Swimming Pool,10:15
M00482,2026-07-15,Gym,07:15
M00301,2026-04-06,Football,19:15
M00430,2026-02-14,Swimming Pool,10:15
M00374,2026-08-14,Gym,11:00
M00510,2026-02-22,Badminton,18:30
M00272,2026-06-09,Badminton,06:00
M00340,2026-01-08,Basketball,07:15
M00418,2026-01-12,Football,18:15
M00162,2026-01-26,Gym,17:15
M00095,2026-04-18,Gym,09:45
M00476,2026-04-17,Football,20:15
M00001,2026-03-21,Basketball,21:30
M00132,2026-03-24,Football,17:00
M00490,2026-05-07,Football,12:15
M00225,2026-05-12,Swimming Pool,10:15
M00085,2026-07-10,Gym,18:30
M00108,2026-03-05,Swimming Pool,14:15
M00309,2026-03-26,Basketball,14:15
M00336,2026-04-19,Badminton,10:00
M00395,2026-06-11,Gym,12:15
M00015,2026-02-06,Gym,13:15
M00407,2026-03-24,Gym,21:45
M00353,2026-02-18,Football,18:45
M00220,2026-04-27,Football,14:45
M00121,2026-07-10,Badminton,16:30
M00191,2026-03-07,Badminton,21:45
M00099,2026-06-21,Badminton,14:00
M00375,2026-04-20,Gym,10:00
M00233,2026-04-28,Gym,09:30
M00130,2026-08-12,Badminton,15:45
M00447,2026-05-22,Gym,11:45
M00524,2026-02-19,Swimming Pool,13:00
M00204,2026-07-07,Badminton,10:00
M00546,2026-04-03,Football,13:15
M00384,2026-02-10,Gym,11:15
M00156,2026-05-19,Football,19:15
M00286,2026-01-13,Basketball,15:45
M00535,2026-04-18,Basketball,20:30
M00140,2026-07-04,Badminton,06:00
M00258,2026-07-01,Football,15:15
M00069,2026-01-16,Basketball,10:15
M00493,2026-07-30,Swimming Pool,13:45
M00164,2026-06-15,Basketball,18:15
M00255,2026-08-02,Badminton,08:15
M00283,2026-02-05,Basketball,09:15
M00211,2026-04-24,Swimming Pool,14:30
M00012,2026-06-13,Gym,15:00
M00483,2026-03-01,Basketball,15:00
M00555,2026-07-10,Football,20:15
M00073,2026-08-14,Badminton,14:00
M00391,2026-08-03,Badminton,09:45
M00437,2026-05-30,Swimming Pool,21:30
M00231,2026-05-14,Gym,08:30
M00248,2026-08-11,Basketball,19:45
M00059,2026-06-13,Gym,14:30
M00258,2026-06-13,Football,16:45
M00258,2026-04-02,Gym,06:00
M00498,2026-03-04,Football,21:15
M00445,2026-06-20,Badminton,09:45
M00575,2026-06-05,Football,18:45
M00044,2026-06-04,Gym,09:00
M00121,2026-07-15,Swimming Pool,17:45
M00404,2026-07-03,Gym,17:45
M00472,2026-05-27,Football,07:45
M00443,2026-06-21,Gym,12:15
M00025,2026-06-11,Badminton,09:30
M00423,2026-07-25,Gym,20:30
M00368,2026-07-29,Badminton,17:15
M00284,2026-04-25,Gym,16:45
M00270,2026-07-16,Swimming Pool,12:30
M00411,2026-07-12,Badminton,11:45
M00092,2026-03-27,Badminton,13:30
M00314,2026-01-26,Gym,18:30
M00510,2026-06-13,Swimming Pool,18:15
M00272,2026-08-08,Basketball,17:30
M00449,2026-08-18,Badminton,11:15
M00331,2026-01-05,Gym,12:30
M00519,2026-06-29,Football,15:15
M00408,2026-06-08,Gym,12:00
M00093,2026-07-02,Football,18:30
M00150,2026-07-03,Badminton,17:45
M00137,2026-08-24,Basketball,09:30
M00584,2026-01-22,Badminton,13:45
M00042,2026-03-04,Football,10:30
M00027,2026-05-07,Swimming Pool,13:15
M00232,2026-04-23,Swimming Pool,10:00
M00304,2026-03-04,Gym,21:45
M00425,2026-05-23,Football,12:45
M00191,2026-08-06,Football,18:45
M00268,2026-06-30,Badminton,14:45
M00380,2026-04-04,Swimming Pool,16:30
M00079,2026-06-27,Swimming Pool,16:15
M00552,2026-05-29,Swimming Pool,09:45
M00549,2026-03-22,Gym,13:30
M00568,2026-07-30,Swimming Pool,20:30
M00589,2026-08-03,Gym,20:45
M00510,2026-06-01,Basketball,08:15
M00023,2026-05-24,Basketball,07:30
M00489,2026-08-11,Swimming Pool,08:30
M00067,2026-07-04,Badminton,14:00
M00503,2026-04-21,Swimming Pool,18:15
M00463,2026-03-21,Football,15:30
M00239,2026-05-26,Football,19:15
M00553,2026-06-24,Football,16:00
M00055,2026-07-02,Badminton,09:00
M00066,2026-05-16,Basketball,11:15
M00255,2026-06-03,Swimming Pool,11:00
M00507,2026-07-06,Gym,16:00
M00097,2026-08-31,Basketball,18:45
M00391,2026-06-28,Basketball,10:30
M00188,2026-01-25,Badminton,17:15
M00441,2026-08-14,Badminton,21:00
M00189,2026-03-08,Basketball,12:15
M00360,2026-06-15,Gym,16:45
M00097,2026-05-15,Badminton,06:00
M00571,2026-01-16,Badminton,09:15
M00002,2026-05-16,Gym,06:30
M00394,2026-03-20,Gym,17:00
M00177,2026-02-18,Football,21:15
M00549,2026-02-25,Badminton,09:15
M00384,2026-05-27,Swimming Pool,20:15
M00520,2026-02-08,Basketball,06:00
M00551,2026-08-16,Gym,15:30
M00111,2026-03-31,Swimming Pool,11:00
M00510,2026-02-19,Football,10:30
M00466,2026-08-26,Football,18:45
M00120,2026-06-21,Football,08:30
M00253,2026-04-04,Swimming Pool,13:45
M00193,2026-07-23,Basketball,07:30
M00061,2026-08-23,Basketball,09:00
M00329,2026-08-22,Football,18:15
M00290,2026-03-24,Swimming Pool,20:15
M00300,2026-08-30,Basketball,18:45
M00387,2026-01-22,Basketball,06:45
M00107,2026-03-24,Football,21:45
M00314,2026-05-08,Badminton,07:00
M00193,2026-08-31,Gym,15:15
M00322,2026-07-09,Gym,06:00
M00311,2026-04-09,Swimming Pool,17:00
M00445,2026-07-09,Football,11:30
M00046,2026-08-22,Swimming Pool,09:45
M00191,2026-08-17,Swimming Pool,16:00
M00209,2026-05-07,Swimming Pool,06:00
M00391,2026-02-22,Gym,15:00
M00247,2026-06-18,Badminton,11:45
M00234,2026-04-06,Basketball,07:15
M00146,2026-06-03,Swimming Pool,14:45
M00585,2026-07-01,Badminton,12:30
M00420,2026-06-26,Gym,19:45
M00387,2026-03-13,Swimming Pool,21:30
M00011,2026-06-10,Basketball,07:45
M00132,2026-06-19,Swimming Pool,08:00
M00119,2026-02-10,Basketball,08:15
M00550,2026-03-25,Swimming Pool,14:45
M00292,2026-05-18,Badminton,15:30
M00112,2026-07-14,Gym,18:15
M00089,2026-05-23,Basketball,12:15
M00531,2026-01-10,Basketball,21:00
M00115,2026-02-28,Gym,18:15
M00086,2026-07-15,Gym,13:45
M00380,2026-04-23,Swimming Pool,20:00
M00516,2026-07-16,Swimming Pool,12:30
M00045,2026-05-26,Gym,10:30
M00257,2026-08-24,Swimming Pool,17:45
M00206,2026-08-19,Gym,18:45
M00157,2026-08-31,Badminton,08:15
M00189,2026-06-10,Swimming Pool,16:45
M00026,2026-08-12,Basketball,08:15
M00542,2026-03-15,Football,11:15
M00561,2026-03-23,Gym,09:00
M00420,2026-05-13,Football,06:15
M00330,2026-04-05,Gym,10:00
M00240,2026-01-02,Basketball,06:00
M00397,2026-07-16,Football,09:15
M00037,2026-05-25,Football,08:00
M00488,2026-08-28,Football,18:30
M00397,2026-04-26,Swimming Pool,21:30
M00354,2026-06-12,Basketball,21:15
M00466,2026-05-18,Badminton,13:15
M00294,2026-06-13,Swimming Pool,18:30
M00165,2026-04-05,Gym,19:30
M00148,2026-01-11,Basketball,19:15
M00412,2026-02-02,Badminton,12:45
M00432,2026-08-15,Basketball,20:45
M00455,2026-04-10,Basketball,17:30
M00334,2026-06-20,Basketball,10:15
M00252,2026-02-25,Swimming Pool,12:30
M00475,2026-05-21,Basketball,17:30
M00219,2026-04-11,Swimming Pool,21:00
M00556,2026-06-16,Basketball,15:45
M00053,2026-02-21,Swimming Pool,16:15
M00394,2026-08-28,Football,19:15
M00454,2026-01-07,Swimming Pool,18:15
M00280,2026-07-10,Football,10:45
M00589,2026-07-20,Swimming Pool,10:45
M00325,2026-04-30,Swimming Pool,10:45
M00324,2026-06-06,Football,07:00
M00067,2026-01-22,Gym,06:00
M00340,2026-08-07,Gym,16:30
M00208,2026-07-10,Swimming Pool,12:30
M00068,2026-04-03,Football,16:45
M00487,2026-03-28,Swimming Pool,15:30
M00104,2026-07-25,Football,11:15
M00168,2026-04-17,Gym,19:15
M00576,2026-05-22,Basketball,14:15
M00117,2026-06-19,Swimming Pool,20:00
M00041,2026-02-04,Basketball,21:45
M00489,2026-02-13,Gym,17:45
M00599,2026-05-27,Swimming Pool,20:00
M00504,2026-08-31,Football,17:30
M00088,2026-08-15,Badminton,08:15
M00139,2026-06-09,Badminton,18:15
M00114,2026-08-28,Swimming Pool,16:30
M00086,2026-04-01,Football,21:00
M00428,2026-02-13,Badminton,14:15
M00526,2026-03-13,Football,06:45
M00327,2026-08-20,Swimming Pool,07:15
M00314,2026-03-09,Basketball,19:30
M00042,2026-03-11,Basketball,08:30
M00565,2026-01-09,Swimming Pool,06:00
M00310,2026-04-08,Swimming Pool,21:45
M00398,2026-01-10,Badminton,18:30
M00376,2026-07-25,Football,19:45
M00351,2026-02-03,Badminton,14:15
M00501,2026-03-14,Badminton,08:45
M00087,2026-07-26,Badminton,09:00
M00132,2026-07-26,Gym,13:00
M00182,2026-04-06,Gym,10:15
M00090,2026-08-10,Gym,06:00
M00350,2026-08-11,Football,08:15
M00597,2026-06-10,Basketball,16:00
M00125,2026-01-15,Swimming Pool,12:00
M00191,2026-01-24,Gym,06:45
M00239,2026-02-23,Gym,08:45
M00329,2026-06-10,Football,12:45
M00203,2026-07-01,Basketball,11:45
M00295,2026-07-07,Football,07:45
M00190,2026-05-10,Gym,08:15
M00203,2026-03-09,Swimming Pool,12:00
M00078,2026-02-18,Swimming Pool,16:15
M00167,2026-04-12,Football,15:45
M00519,2026-06-13,Badminton,12:45
M00257,2026-07-31,Badminton,13:00
M00258,2026-03-14,Swimming Pool,08:00
M00065,2026-05-07,Badminton,07:45
M00082,2026-06-22,Basketball,06:00
M00327,2026-05-31,Badminton,08:30
M00327,2026-04-26,Badminton,21:30
M00512,2026-03-18,Basketball,16:15
M00234,2026-05-31,Swimming Pool,07:30
M00420,2026-04-30,Basketball,16:45
M00475,2026-08-11,Basketball,20:15
M00146,2026-07-08,Basketball,19:00
M00143,2026-07-21,Badminton,18:15
M00410,2026-04-04,Gym,19:15
M00155,2026-06-01,Swimming Pool,12:00
M00017,2026-04-11,Basketball,10:30
M00346,2026-02-20,Gym,21:45
M00163,2026-03-19,Football,14:15
M00195,2026-05-05,Football,21:45
M00446,2026-08-31,Swimming Pool,21:00
M00362,2026-01-28,Gym,16:45
M00297,2026-02-06,Swimming Pool,21:15
M00427,2026-05-06,Gym,15:15
M00347,2026-06-11,Badminton,19:00
M00133,2026-05-16,Badminton,16:30
M00132,2026-04-05,Football,21:00
M00019,2026-04-25,Badminton,19:15
M00215,2026-08-30,Badminton,13:30
M00488,2026-07-21,Badminton,16:30
M00200,2026-08-19,Swimming Pool,16:15
M00243,2026-07-28,Swimming Pool,21:45
M00020,2026-03-22,Football,09:45
M00152,2026-06-09,Badminton,08:45
M00474,2026-06-04,Badminton,08:45
M00399,2026-07-19,Swimming Pool,14:15
M00373,2026-08-06,Gym,21:15
M00229,2026-06-12,Gym,16:30
M00495,2026-05-24,Swimming Pool,14:30
M00497,2026-03-22,Football,12:15
M00124,2026-03-17,Gym,12:30
M00255,2026-07-22,Basketball,19:00
M00306,2026-03-08,Swimming Pool,10:30
M00026,2026-01-08,Basketball,08:30
M00477,2026-07-18,Swimming Pool,20:45
M00569,2026-02-10,Football,20:30
M00111,2026-08-28,Badminton,20:30
M00203,2026-06-30,Football,20:30
M00167,2026-05-31,Swimming Pool,16:00
M00127,2026-01-14,Badminton,21:30
M00146,2026-03-22,Basketball,06:45
M00332,2026-04-12,Swimming Pool,16:00
M00290,2026-03-24,Football,07:00
M00136,2026-05-08,Gym,08:15
M00156,2026-01-27,Football,11:15
M00095,2026-07-13,Badminton,17:30
M00084,2026-04-16,Badminton,08:45
M00411,2026-05-20,Gym,19:45
M00159,2026-05-21,Gym,12:45
M00163,2026-01-30,Badminton,13:15
M00058,2026-06-15,Football,06:00
M00231,2026-05-03,Gym,07:15
M00239,2026-02-09,Swimming Pool,16:30
M00397,2026-07-13,Basketball,06:30
M00505,2026-01-07,Basketball,08:00
M00205,2026-05-31,Gym,12:15
M00597,2026-05-06,Gym,17:00
M00596,2026-08-14,Badminton,11:45
M00218,2026-02-08,Football,06:30
M00273,2026-05-23,Badminton,18:15
M00207,2026-07-13,Football,14:30
M00201,2026-03-25,Badminton,18:00
M00293,2026-04-26,Gym,20:45
M00210,2026-02-17,Gym,07:45
M00110,2026-07-10,Swimming Pool,12:30
M00220,2026-08-15,Football,15:30
M00475,2026-01-14,Swimming Pool,14:15
M00524,2026-01-07,Badminton,06:15
M00186,2026-08-09,Badminton,12:45
M00398,2026-07-04,Badminton,20:45
M00170,2026-08-24,Basketball,21:30
M00255,2026-01-20,Football,09:00
M00032,2026-06-08,Gym,06:30
M00001,2026-03-19,Basketball,18:15
M00100,2026-01-14,Badminton,12:15
M00434,2026-07-09,Badminton,08:30
M00428,2026-06-17,Gym,15:00
M00123,2026-03-19,Swimming Pool,14:45
M00210,2026-01-31,Gym,21:15
M00015,2026-01-29,Gym,13:45
M00594,2026-06-27,Football,14:30
M00024,2026-06-29,Football,21:00
M00157,2026-02-25,Gym,18:45
M00031,2026-01-10,Basketball,19:45
M00423,2026-02-14,Gym,07:00
M00288,2026-07-01,Badminton,21:15
M00274,2026-01-07,Badminton,12:15
M00459,2026-07-27,Gym,07:45
M00573,2026-06-29,Basketball,13:00
M00294,2026-04-04,Gym,17:45
M00484,2026-05-20,Swimming Pool,17:30
M00565,2026-05-19,Swimming Pool,16:30
M00417,2026-02-14,Football,18:30
M00479,2026-03-30,Badminton,10:45
M00556,2026-04-15,Badminton,19:00
M00260,2026-08-15,Swimming Pool,16:30
M00478,2026-04-26,Football,11:00
M00352,2026-05-10,Swimming Pool,16:15
M00588,2026-02-05,Swimming Pool,18:00
M00430,2026-08-14,Gym,07:00
M00590,2026-01-02,Badminton,11:15
M00343,2026-05-06,Gym,16:30
M00562,2026-08-28,Basketball,18:15
M00591,2026-03-31,Basketball,09:15
M00465,2026-02-09,Swimming Pool,06:00
M00508,2026-02-06,Gym,15:15
M00416,2026-03-19,Swimming Pool,09:15
M00025,2026-01-05,Gym,15:00
M00213,2026-02-17,Gym,08:30
M00464,2026-01-31,Basketball,17:45
M00011,2026-06-28,Football,15:30
M00398,2026-04-06,Swimming Pool,15:45
M00490,2026-06-12,Football,07:45
M00033,2026-05-08,Badminton,17:00
M00262,2026-06-29,Basketball,18:00
M00433,2026-06-26,Football,17:45
M00028,2026-04-08,Gym,21:00
M00487,2026-03-06,Football,08:00
M00252,2026-07-05,Gym,20:45
M00346,2026-03-03,Football,21:00
M00331,2026-03-21,Football,20:15
M00421,2026-01-25,Gym,10:00
M00519,2026-04-24,Gym,11:45
M00282,2026-06-28,Football,18:00
M00260,2026-05-30,Gym,21:15
M00463,2026-03-17,Swimming Pool,07:30
M00340,2026-04-20,Gym,10:00
M00204,2026-05-04,Basketball,13:00
M00397,2026-07-18,Swimming Pool,18:00
M00310,2026-02-16,Swimming Pool,16:45
M00235,2026-07-02,Basketball,09:00
M00169,2026-02-05,Swimming Pool,06:45
M00509,2026-04-04,Basketball,06:30
M00557,2026-01-28,Basketball,21:00
M00286,2026-04-22,Football,19:00
M00067,2026-01-23,Badminton,17:45
M00411,2026-05-10,Swimming Pool,10:00
M00025,2026-02-11,Gym,11:15
M00457,2026-06-18,Football,17:30
M00490,2026-01-18,Swimming Pool,19:00
M00574,2026-01-11,Swimming Pool,12:15
M00308,2026-02-04,Basketball,06:30
M00062,2026-05-11,Gym,09:30
M00600,2026-05-16,Gym,15:15
M00328,2026-08-24,Swimming Pool,21:15
M00194,2026-06-19,Basketball,21:45
M00220,2026-01-26,Swimming Pool,18:00
M00150,2026-06-20,Swimming Pool,10:00
M00490,2026-05-12,Gym,11:15
M00424,2026-08-03,Badminton,13:30
M00417,2026-01-16,Basketball,07:30
M00405,2026-01-08,Swimming Pool,17:45
M00461,2026-06-05,Swimming Pool,10:45
M00522,2026-08-16,Basketball,11:15
M00534,2026-03-15,Basketball,08:45
M00032,2026-04-17,Gym,08:15
M00041,2026-04-05,Badminton,18:30
M00476,2026-06-16,Badminton,15:30
M00316,2026-08-07,Basketball,21:45
M00574,2026-08-25,Football,10:45
M00346,2026-01-24,Basketball,16:00
M00258,2026-06-11,Badminton,14:30
M00526,2026-02-28,Badminton,16:15
M00580,2026-02-18,Badminton,15:15
M00344,2026-05-13,Basketball,14:30
M00435,2026-06-21,Swimming Pool,10:30
M00195,2026-06-25,Badminton,16:15
M00474,2026-05-29,Football,11:00
M00299,2026-06-13,Swimming Pool,12:30
M00188,2026-08-16,Basketball,17:15
M00402,2026-05-04,Badminton,20:30
M00150,2026-03-07,Football,08:30
M00128,2026-04-07,Football,18:00
M00069,2026-02-18,Badminton,21:45
M00564,2026-05-30,Badminton,19:15
M00273,2026-01-14,Basketball,21:00
M00488,2026-04-22,Basketball,16:00
M00144,2026-02-16,Gym,17:00
M00043,2026-08-05,Gym,14:00
M00562,2026-05-18,Badminton,10:00
M00434,2026-02-22,Gym,07:00
M00115,2026-03-28,Football,14:30
M00441,2026-03-03,Swimming Pool,13:30
M00566,2026-04-01,Swimming Pool,10:00
M00567,2026-05-30,Badminton,13:15
M00393,2026-02-22,Football,06:15
M00094,2026-05-27,Football,14:45
M00128,2026-01-25,Swimming Pool,19:15
M00248,2026-04-28,Football,11:15
M00226,2026-03-13,Gym,06:15
M00316,2026-04-22,Football,18:45
M00219,2026-03-01,Gym,08:45
M00455,2026-04-24,Swimming Pool,18:45
M00024,2026-05-19,Badminton,12:45
M00448,2026-07-22,Football,16:30
M00022,2026-05-08,Football,18:45
M00211,2026-04-06,Swimming Pool,08:45
M00173,2026-07-21,Basketball,12:15
M00322,2026-04-01,Basketball,14:15
M00298,2026-08-19,Swimming Pool,18:45
M00025,2026-06-25,Football,13:00
M00464,2026-07-02,Gym,18:30
M00369,2026-04-08,Gym,21:45
M00457,2026-08-21,Basketball,08:45
M00262,2026-03-31,Swimming Pool,14:30
M00267,2026-05-03,Swimming Pool,11:15
M00600,2026-06-15,Football,12:00
M00391,2026-04-04,Gym,13:00
M00163,2026-01-24,Football,07:30
M00082,2026-05-15,Badminton,20:15
M00301,2026-02-06,Basketball,14:15
M00235,2026-04-15,Badminton,11:00
M00238,2026-08-12,Gym,07:15
M00296,2026-05-21,Basketball,19:15
M00242,2026-01-05,Swimming Pool,08:00
M00104,2026-03-10,Swimming Pool,09:45
M00567,2026-07-14,Badminton,11:15
M00547,2026-08-27,Swimming Pool,13:00
M00334,2026-08-07,Swimming Pool,14:00
M00513,2026-05-10,Gym,18:15
M00172,2026-01-13,Basketball,10:15
M00248,2026-08-09,Football,17:30
M00474,2026-03-04,Basketball,11:00
M00255,2026-02-11,Football,07:00
M00387,2026-02-04,Gym,15:45
M00542,2026-07-24,Basketball,18:45
M00538,2026-04-30,Football,17:45
M00258,2026-05-15,Basketball,11:45
M00130,2026-07-26,Gym,12:00
M00377,2026-08-04,Badminton,09:45
M00392,2026-04-07,Badminton,17:00
M00323,2026-05-05,Swimming Pool,06:15
M00446,2026-07-18,Swimming Pool,20:15
M00310,2026-04-12,Swimming Pool,10:00
M00233,2026-08-20,Basketball,14:45
M00409,2026-04-30,Basketball,17:15
M00475,2026-02-03,Basketball,07:15
M00150,2026-08-18,Gym,15:30
M00055,2026-03-31,Basketball,18:45
